period,sp_price,dividend,earnings,cpi,long_rate
1914-09-01,7.68,0.435,0.5475,10.2,4.21
1914-10-01,7.68,0.43,0.5383,10.1,4.22
1914-11-01,7.68,0.425,0.5292,10.2,4.23
1914-12-01,7.35,0.42,0.52,10.1,4.23
1915-01-01,7.48,0.4208,0.55,10.1,4.24
1915-02-01,7.38,0.4217,0.58,10.,4.22
1915-03-01,7.57,0.4225,0.61,9.9,4.21
1915-04-01,8.14,0.4233,0.64,10.,4.19
1915-05-01,7.95,0.4242,0.67,10.1,4.18
1915-06-01,8.04,0.425,0.7,10.1,4.16
1915-07-01,8.01,0.4258,0.73,10.1,4.14
1915-08-01,8.35,0.4267,0.76,10.1,4.13
1915-09-01,8.66,0.4275,0.79,10.1,4.11
1915-10-01,9.14,0.4283,0.82,10.2,4.1
1915-11-01,9.46,0.4292,0.85,10.3,4.08
1915-12-01,9.48,0.43,0.88,10.3,4.07
1916-01-01,9.33,0.4408,0.9342,10.4,4.05
1916-02-01,9.2,0.4517,0.9883,10.4,4.06
1916-03-01,9.17,0.4625,1.042,10.5,4.08
1916-04-01,9.07,0.4733,1.097,10.6,4.09
1916-05-01,9.27,0.4842,1.151,10.7,4.11
1916-06-01,9.36,0.495,1.205,10.8,4.12
1916-07-01,9.23,0.5058,1.259,10.8,4.14
1916-08-01,9.3,0.5167,1.313,10.9,4.16
1916-09-01,9.68,0.5275,1.368,11.1,4.17
1916-10-01,9.98,0.5383,1.422,11.3,4.19
1916-11-01,10.21,0.5492,1.476,11.5,4.2
1916-12-01,9.8,0.56,1.53,11.6,4.21
1917-01-01,9.57,0.5708,1.509,11.7,4.23
1917-02-01,9.03,0.5817,1.488,12.,4.26
1917-03-01,9.31,0.5925,1.468,12.,4.29
1917-04-01,9.17,0.6033,1.447,12.6,4.32
1917-05-01,8.86,0.6142,1.426,12.8,4.34
1917-06-01,9.04,0.625,1.405,13.,4.37
1917-07-01,8.79,0.6358,1.384,12.8,4.4
1917-08-01,8.53,0.6467,1.363,13.,4.43
1917-09-01,8.12,0.6575,1.343,13.3,4.46
1917-10-01,7.68,0.6683,1.322,13.5,4.49
1917-11-01,7.04,0.6792,1.301,13.5,4.51
1917-12-01,6.8,0.69,1.28,13.7,4.54
1918-01-01,7.21,0.68,1.256,14.,4.57
1918-02-01,7.43,0.67,1.232,14.1,4.56
1918-03-01,7.28,0.66,1.208,14.,4.56
1918-04-01,7.21,0.65,1.183,14.2,4.55
1918-05-01,7.44,0.64,1.159,14.5,4.55
1918-06-01,7.45,0.63,1.135,14.7,4.54
1918-07-01,7.51,0.62,1.111,15.1,4.54
1918-08-01,7.58,0.61,1.087,15.4,4.53
1918-09-01,7.54,0.6,1.063,15.7,4.52
1918-10-01,7.86,0.59,1.038,16.,4.52
1918-11-01,8.06,0.58,1.014,16.3,4.51
1918-12-01,7.9,0.57,0.99,16.5,4.51
1919-01-01,7.85,0.5667,0.985,16.5,4.5
1919-02-01,7.88,0.5633,0.98,16.2,4.54
1919-03-01,8.12,0.56,0.975,16.4,4.58
1919-04-01,8.39,0.5567,0.97,16.7,4.62
1919-05-01,8.97,0.5533,0.965,16.9,4.66
1919-06-01,9.21,0.55,0.96,16.9,4.7
1919-07-01,9.51,0.5467,0.955,17.4,4.73
1919-08-01,8.87,0.5433,0.95,17.7,4.77
1919-09-01,9.01,0.54,0.945,17.8,4.81
1919-10-01,9.47,0.5367,0.94,18.1,4.85
1919-11-01,9.19,0.5333,0.935,18.5,4.89
1919-12-01,8.92,0.53,0.93,18.9,4.93
1920-01-01,8.83,0.5283,0.9192,19.3,4.97
1920-02-01,8.1,0.5267,0.9083,19.5,4.98
1920-03-01,8.67,0.525,0.8975,19.7,4.99
1920-04-01,8.6,0.5233,0.8867,20.3,5.
1920-05-01,8.06,0.5217,0.8758,20.6,5.01
1920-06-01,7.92,0.52,0.865,20.9,5.02
1920-07-01,7.91,0.5183,0.8542,20.8,5.03
1920-08-01,7.6,0.5167,0.8433,20.3,5.04
1920-09-01,7.87,0.515,0.8325,20.,5.05
1920-10-01,7.88,0.5133,0.8217,19.9,5.06
1920-11-01,7.48,0.5117,0.8108,19.8,5.07
1920-12-01,6.81,0.51,0.8,19.4,5.08
1921-01-01,7.11,0.5058,0.7575,19.,5.09
1921-02-01,7.06,0.5017,0.715,18.4,5.02
1921-03-01,6.88,0.4975,0.6725,18.3,4.96
1921-04-01,6.91,0.4933,0.63,18.1,4.89
1921-05-01,7.12,0.4892,0.5875,17.7,4.83
1921-06-01,6.55,0.485,0.545,17.6,4.76
1921-07-01,6.53,0.4808,0.5025,17.7,4.7
1921-08-01,6.45,0.4767,0.46,17.7,4.63
1921-09-01,6.61,0.4725,0.4175,17.5,4.56
1921-10-01,6.7,0.4683,0.375,17.5,4.5
1921-11-01,7.06,0.4642,0.3325,17.4,4.43
1921-12-01,7.31,0.46,0.29,17.3,4.37
1922-01-01,7.3,0.4642,0.3233,16.9,4.3
1922-02-01,7.46,0.4683,0.3567,16.9,4.3
1922-03-01,7.74,0.4725,0.39,16.7,4.31
1922-04-01,8.21,0.4767,0.4233,16.7,4.31
1922-05-01,8.53,0.4808,0.4567,16.7,4.32
1922-06-01,8.45,0.485,0.49,16.7,4.33
1922-07-01,8.51,0.4892,0.5233,16.8,4.33
1922-08-01,8.83,0.4933,0.5567,16.6,4.33
1922-09-01,9.06,0.4975,0.59,16.6,4.34
1922-10-01,9.26,0.5017,0.6233,16.7,4.34
1922-11-01,8.8,0.5058,0.6567,16.8,4.35
1922-12-01,8.78,0.51,0.69,16.9,4.35
1923-01-01,8.9,0.5117,0.7142,16.8,4.36
1923-02-01,9.28,0.5133,0.7383,16.8,4.33
1923-03-01,9.43,0.515,0.7625,16.8,4.31
1923-04-01,9.1,0.5167,0.7867,16.9,4.29
1923-05-01,8.67,0.5183,0.8108,16.9,4.26
1923-06-01,8.34,0.52,0.835,17.,4.23
1923-07-01,8.06,0.5217,0.8592,17.2,4.21
1923-08-01,8.1,0.5233,0.8833,17.1,4.18
1923-09-01,8.15,0.525,0.9075,17.2,4.16
1923-10-01,8.03,0.5267,0.9317,17.3,4.13
1923-11-01,8.27,0.5283,0.9558,17.3,4.11
1923-12-01,8.55,0.53,0.98,17.3,4.08
1924-01-01,8.83,0.5317,0.9758,17.3,4.06
1924-02-01,8.87,0.5333,0.9717,17.2,4.04
1924-03-01,8.7,0.535,0.9675,17.1,4.03
1924-04-01,8.5,0.5367,0.9633,17.,4.01
1924-05-01,8.47,0.5383,0.9592,17.,3.99
1924-06-01,8.63,0.54,0.955,17.,3.98
1924-07-01,9.03,0.5417,0.9508,17.1,3.96
1924-08-01,9.34,0.5433,0.9467,17.,3.94
1924-09-01,9.25,0.545,0.9425,17.1,3.93
1924-10-01,9.13,0.5467,0.9383,17.2,3.91
1924-11-01,9.64,0.5483,0.9342,17.2,3.89
1924-12-01,10.16,0.55,0.93,17.3,3.88
1925-01-01,10.58,0.5542,0.9567,17.3,3.86
1925-02-01,10.67,0.5583,0.9833,17.2,3.85
1925-03-01,10.39,0.5625,1.01,17.3,3.83
1925-04-01,10.28,0.5667,1.037,17.2,3.81
1925-05-01,10.61,0.5708,1.063,17.3,3.8
1925-06-01,10.8,0.575,1.09,17.5,3.79
1925-07-01,11.1,0.5792,1.117,17.7,3.77
1925-08-01,11.25,0.5833,1.143,17.7,3.76
1925-09-01,11.51,0.5875,1.17,17.7,3.74
1925-10-01,11.89,0.5917,1.197,17.7,3.73
1925-11-01,12.26,0.5958,1.223,18.,3.71
1925-12-01,12.46,0.6,1.25,17.9,3.7
1926-01-01,12.65,0.6075,1.249,17.9,3.68
1926-02-01,12.67,0.615,1.248,17.9,3.65
1926-03-01,11.81,0.6225,1.248,17.8,3.62
1926-04-01,11.48,0.63,1.247,17.9,3.6
1926-05-01,11.56,0.6375,1.246,17.8,3.57
1926-06-01,12.11,0.645,1.245,17.7,3.54
1926-07-01,12.62,0.6525,1.244,17.5,3.51
1926-08-01,13.12,0.66,1.243,17.4,3.48
1926-09-01,13.32,0.6675,1.242,17.5,3.45
1926-10-01,13.02,0.675,1.242,17.6,3.42
1926-11-01,13.19,0.6825,1.241,17.7,3.4
1926-12-01,13.49,0.69,1.24,17.7,3.37
1927-01-01,13.4,0.6967,1.229,17.5,3.34
1927-02-01,13.66,0.7033,1.218,17.4,3.34
1927-03-01,13.87,0.71,1.208,17.3,3.34
1927-04-01,14.21,0.7167,1.197,17.3,3.34
1927-05-01,14.7,0.7233,1.186,17.4,3.34
1927-06-01,14.89,0.73,1.175,17.6,3.34
1927-07-01,15.22,0.7367,1.164,17.3,3.33
1927-08-01,16.03,0.7433,1.153,17.2,3.33
1927-09-01,16.94,0.75,1.143,17.3,3.33
1927-10-01,16.68,0.7567,1.132,17.4,3.33
1927-11-01,17.06,0.7633,1.121,17.3,3.33
1927-12-01,17.46,0.77,1.11,17.3,3.33
1928-01-01,17.53,0.7767,1.133,17.3,3.33
1928-02-01,17.32,0.7833,1.155,17.1,3.35
1928-03-01,18.25,0.79,1.177,17.1,3.38
1928-04-01,19.4,0.7967,1.2,17.1,3.4
1928-05-01,20.,0.8033,1.222,17.2,3.42
1928-06-01,19.02,0.81,1.245,17.1,3.44
1928-07-01,19.16,0.8167,1.268,17.1,3.46
1928-08-01,19.78,0.8233,1.29,17.1,3.49
1928-09-01,21.17,0.83,1.312,17.3,3.51
1928-10-01,21.6,0.8367,1.335,17.2,3.53
1928-11-01,23.06,0.8433,1.357,17.2,3.56
1928-12-01,23.15,0.85,1.38,17.1,3.58
1929-01-01,24.86,0.86,1.399,17.1,3.6
1929-02-01,24.99,0.87,1.418,17.1,3.57
1929-03-01,25.43,0.88,1.438,17.,3.55
1929-04-01,25.28,0.89,1.457,16.9,3.52
1929-05-01,25.66,0.9,1.476,17.,3.5
1929-06-01,26.15,0.91,1.495,17.1,3.47
1929-07-01,28.48,0.92,1.514,17.3,3.45
1929-08-01,30.1,0.93,1.533,17.3,3.42
1929-09-01,31.3,0.94,1.552,17.3,3.39
1929-10-01,27.99,0.95,1.572,17.3,3.37
1929-11-01,20.58,0.96,1.591,17.3,3.34
1929-12-01,21.4,0.97,1.61,17.2,3.32
1930-01-01,21.71,0.9708,1.557,17.1,3.29
1930-02-01,23.07,0.9717,1.503,17.,3.29
1930-03-01,23.94,0.9725,1.45,16.9,3.3
1930-04-01,25.46,0.9733,1.397,17.,3.3
1930-05-01,23.94,0.9742,1.343,16.9,3.31
1930-06-01,21.52,0.975,1.29,16.8,3.31
1930-07-01,21.06,0.9758,1.237,16.6,3.32
1930-08-01,20.79,0.9767,1.183,16.5,3.32
1930-09-01,20.78,0.9775,1.13,16.6,3.32
1930-10-01,17.92,0.9783,1.077,16.5,3.33
1930-11-01,16.62,0.9792,1.023,16.4,3.33
1930-12-01,15.51,0.98,0.97,16.1,3.34
1931-01-01,15.98,0.9667,0.94,15.9,3.34
1931-02-01,17.2,0.9533,0.91,15.7,3.37
1931-03-01,17.53,0.94,0.88,15.6,3.4
1931-04-01,15.86,0.9267,0.85,15.5,3.42
1931-05-01,14.33,0.9133,0.82,15.3,3.45
1931-06-01,13.87,0.9,0.79,15.1,3.48
1931-07-01,14.33,0.8867,0.76,15.1,3.51
1931-08-01,13.9,0.8733,0.73,15.1,3.54
1931-09-01,11.83,0.86,0.7,15.,3.57
1931-10-01,10.25,0.8467,0.67,14.9,3.6
1931-11-01,10.39,0.8333,0.64,14.7,3.62
1931-12-01,8.44,0.82,0.61,14.6,3.65
1932-01-01,8.3,0.7933,0.5933,14.3,3.68
1932-02-01,8.23,0.7667,0.5767,14.1,3.65
1932-03-01,8.26,0.74,0.56,14.,3.62
1932-04-01,6.28,0.7133,0.5433,13.9,3.59
1932-05-01,5.51,0.6867,0.5267,13.7,3.56
1932-06-01,4.77,0.66,0.51,13.6,3.53
1932-07-01,5.01,0.6333,0.4933,13.6,3.5
1932-08-01,7.53,0.6067,0.4767,13.5,3.46
1932-09-01,8.26,0.58,0.46,13.4,3.43
1932-10-01,7.12,0.5533,0.4433,13.3,3.4
1932-11-01,7.05,0.5267,0.4267,13.2,3.37
1932-12-01,6.82,0.5,0.41,13.1,3.34
1933-01-01,7.09,0.495,0.4125,12.9,3.31
1933-02-01,6.25,0.49,0.415,12.7,3.29
1933-03-01,6.23,0.485,0.4175,12.6,3.28
1933-04-01,6.89,0.48,0.42,12.6,3.26
1933-05-01,8.87,0.475,0.4225,12.6,3.25
1933-06-01,10.39,0.47,0.425,12.7,3.23
1933-07-01,11.23,0.465,0.4275,13.1,3.21
1933-08-01,10.67,0.46,0.43,13.2,3.2
1933-09-01,10.58,0.455,0.4325,13.2,3.18
1933-10-01,9.55,0.45,0.435,13.2,3.17
1933-11-01,9.78,0.445,0.4375,13.2,3.15
1933-12-01,9.97,0.44,0.44,13.2,3.14
1934-01-01,10.54,0.4408,0.4442,13.2,3.12
1934-02-01,11.32,0.4417,0.4483,13.3,3.09
1934-03-01,10.74,0.4425,0.4525,13.3,3.06
1934-04-01,10.92,0.4433,0.4567,13.3,3.04
1934-05-01,9.81,0.4442,0.4608,13.3,3.01
1934-06-01,9.94,0.445,0.465,13.4,2.98
1934-07-01,9.47,0.4458,0.4692,13.4,2.96
1934-08-01,9.1,0.4467,0.4733,13.4,2.93
1934-09-01,8.88,0.4475,0.4775,13.6,2.9
1934-10-01,8.95,0.4483,0.4817,13.5,2.87
1934-11-01,9.2,0.4492,0.4858,13.5,2.84
1934-12-01,9.26,0.45,0.49,13.4,2.82
1935-01-01,9.26,0.45,0.57,13.6,2.79
1935-02-01,8.98,0.45,0.65,13.7,2.78
1935-03-01,8.41,0.45,0.73,13.7,2.77
1935-04-01,9.04,0.446667,0.756667,13.8,2.75
1935-05-01,9.75,0.443333,0.783333,13.8,2.74
1935-06-01,10.12,0.44,0.81,13.7,2.73
1935-07-01,10.65,0.44,0.793333,13.7,2.72
1935-08-01,11.37,0.44,0.776667,13.7,2.71
1935-09-01,11.61,0.44,0.76,13.7,2.7
1935-10-01,11.92,0.45,0.76,13.7,2.69
1935-11-01,13.04,0.46,0.76,13.8,2.67
1935-12-01,13.04,0.47,0.76,13.8,2.66
1936-01-01,13.76,0.48,0.77,13.8,2.65
1936-02-01,14.55,0.49,0.78,13.8,2.65
1936-03-01,14.86,0.5,0.79,13.7,2.66
1936-04-01,14.88,0.516667,0.82,13.7,2.66
1936-05-01,14.09,0.533333,0.85,13.7,2.66
1936-06-01,14.69,0.55,0.88,13.8,2.66
1936-07-01,15.56,0.57,0.9,13.9,2.67
1936-08-01,15.87,0.59,0.92,14.,2.67
1936-09-01,16.05,0.61,0.94,14.,2.67
1936-10-01,16.89,0.646667,0.966667,14.,2.67
1936-11-01,17.36,0.683333,0.993333,14.,2.67
1936-12-01,17.06,0.72,1.02,14.,2.68
1937-01-01,17.59,0.73,1.05,14.1,2.68
1937-02-01,18.11,0.74,1.08,14.1,2.67
1937-03-01,18.09,0.75,1.11,14.2,2.66
1937-04-01,17.01,0.78,1.13,14.3,2.65
1937-05-01,16.25,0.81,1.15,14.4,2.64
1937-06-01,15.64,0.84,1.17,14.4,2.63
1937-07-01,16.57,0.816667,1.18667,14.5,2.62
1937-08-01,16.74,0.793333,1.20333,14.5,2.61
1937-09-01,14.37,0.77,1.22,14.6,2.6
1937-10-01,12.28,0.78,1.19,14.6,2.59
1937-11-01,11.2,0.79,1.16,14.5,2.58
1937-12-01,11.02,0.8,1.13,14.4,2.57
1938-01-01,11.31,0.793333,1.07667,14.2,2.56
1938-02-01,11.04,0.786667,1.02333,14.1,2.54
1938-03-01,10.31,0.78,0.97,14.1,2.53
1938-04-01,9.89,0.766667,0.903333,14.2,2.51
1938-05-01,9.98,0.753333,0.836667,14.1,2.49
1938-06-01,10.21,0.74,0.77,14.1,2.48
1938-07-01,12.24,0.713333,0.72,14.1,2.46
1938-08-01,12.31,0.686667,0.67,14.1,2.44
1938-09-01,11.75,0.66,0.62,14.1,2.43
1938-10-01,13.06,0.61,0.626667,14.,2.41
1938-11-01,13.07,0.56,0.633333,14.,2.39
1938-12-01,12.69,0.51,0.64,14.,2.38
1939-01-01,12.5,0.513333,0.663333,14.,2.36
1939-02-01,12.4,0.516667,0.686667,13.9,2.35
1939-03-01,12.39,0.52,0.71,13.9,2.33
1939-04-01,10.83,0.523333,0.726667,13.8,2.32
1939-05-01,11.23,0.526667,0.743333,13.8,2.31
1939-06-01,11.43,0.53,0.76,13.8,2.3
1939-07-01,11.71,0.54,0.776667,13.8,2.29
1939-08-01,11.54,0.55,0.793333,13.8,2.27
1939-09-01,12.77,0.56,0.81,14.1,2.26
1939-10-01,12.9,0.58,0.84,14.,2.25
1939-11-01,12.67,0.6,0.87,14.,2.24
1939-12-01,12.37,0.62,0.9,14.,2.22
1940-01-01,12.3,0.623333,0.93,13.9,2.21
1940-02-01,12.22,0.626667,0.96,14.,2.19
1940-03-01,12.15,0.63,0.99,14.,2.17
1940-04-01,12.27,0.636667,1.00667,14.,2.15
1940-05-01,10.58,0.643333,1.02333,14.,2.12
1940-06-01,9.67,0.65,1.04,14.1,2.1
1940-07-01,9.99,0.656667,1.05333,14.,2.08
1940-08-01,10.2,0.663333,1.06667,14.,2.06
1940-09-01,10.63,0.67,1.08,14.,2.04
1940-10-01,10.73,0.67,1.07,14.,2.02
1940-11-01,10.98,0.67,1.06,14.,1.99
1940-12-01,10.53,0.67,1.05,14.1,1.97
1941-01-01,10.55,0.673333,1.05333,14.1,1.95
1941-02-01,9.89,0.676667,1.05667,14.1,1.99
1941-03-01,9.95,0.68,1.06,14.2,2.04
1941-04-01,9.64,0.683333,1.07,14.3,2.08
1941-05-01,9.43,0.686667,1.08,14.4,2.12
1941-06-01,9.76,0.69,1.09,14.7,2.16
1941-07-01,10.26,0.693333,1.12333,14.7,2.21
1941-08-01,10.21,0.696667,1.15667,14.9,2.25
1941-09-01,10.24,0.7,1.19,15.1,2.29
1941-10-01,9.83,0.703333,1.18,15.3,2.33
1941-11-01,9.37,0.706667,1.17,15.4,2.38
1941-12-01,8.76,0.71,1.16,15.5,2.42
1942-01-01,8.93,0.703333,1.12,15.7,2.46
1942-02-01,8.65,0.696667,1.08,15.8,2.46
1942-03-01,8.18,0.69,1.04,16.,2.46
1942-04-01,7.84,0.68,1.02,16.1,2.46
1942-05-01,7.93,0.67,1.,16.3,2.46
1942-06-01,8.33,0.66,0.98,16.3,2.46
1942-07-01,8.64,0.646667,0.966667,16.4,2.46
1942-08-01,8.59,0.633333,0.953333,16.5,2.47
1942-09-01,8.68,0.62,0.94,16.5,2.47
1942-10-01,9.32,0.61,0.97,16.7,2.47
1942-11-01,9.47,0.6,1.,16.8,2.47
1942-12-01,9.52,0.59,1.03,16.9,2.47
1943-01-01,10.09,0.59,1.04333,16.9,2.47
1943-02-01,10.69,0.59,1.05667,16.9,2.47
1943-03-01,11.07,0.59,1.07,17.2,2.47
1943-04-01,11.44,0.59,1.08,17.4,2.47
1943-05-01,11.89,0.59,1.09,17.5,2.47
1943-06-01,12.1,0.59,1.1,17.5,2.47
1943-07-01,12.35,0.593333,1.09333,17.4,2.48
1943-08-01,11.74,0.596667,1.08667,17.3,2.48
1943-09-01,11.99,0.6,1.08,17.4,2.48
1943-10-01,11.88,0.603333,1.03333,17.4,2.48
1943-11-01,11.33,0.606667,0.986667,17.4,2.48
1943-12-01,11.48,0.61,0.94,17.4,2.48
1944-01-01,11.85,0.613333,0.936667,17.4,2.48
1944-02-01,11.77,0.616667,0.933333,17.4,2.47
1944-03-01,12.1,0.62,0.93,17.4,2.46
1944-04-01,11.89,0.623333,0.926667,17.5,2.45
1944-05-01,12.1,0.626667,0.923333,17.5,2.44
1944-06-01,12.67,0.63,0.92,17.6,2.43
1944-07-01,13.,0.633333,0.913333,17.7,2.42
1944-08-01,12.81,0.636667,0.906667,17.7,2.42
1944-09-01,12.6,0.64,0.9,17.7,2.41
1944-10-01,12.91,0.64,0.91,17.7,2.4
1944-11-01,12.82,0.64,0.92,17.7,2.39
1944-12-01,13.1,0.64,0.93,17.8,2.38
1945-01-01,13.49,0.643333,0.94,17.8,2.37
1945-02-01,13.94,0.646667,0.95,17.8,2.35
1945-03-01,13.93,0.65,0.96,17.8,2.34
1945-04-01,14.28,0.65,0.973333,17.8,2.33
1945-05-01,14.82,0.65,0.986667,17.9,2.31
1945-06-01,15.09,0.65,1.,18.1,2.29
1945-07-01,14.78,0.653333,0.996667,18.1,2.28
1945-08-01,14.83,0.656667,0.993333,18.1,2.27
1945-09-01,15.84,0.66,0.99,18.1,2.25
1945-10-01,16.5,0.66,0.98,18.1,2.24
1945-11-01,17.04,0.66,0.97,18.1,2.22
1945-12-01,17.33,0.66,0.96,18.2,2.21
1946-01-01,18.02,0.666667,0.94,18.2,2.19
1946-02-01,18.07,0.673333,0.92,18.1,2.19
1946-03-01,17.53,0.68,0.9,18.3,2.2
1946-04-01,18.66,0.68,0.88,18.4,2.21
1946-05-01,18.7,0.68,0.86,18.5,2.21
1946-06-01,18.58,0.68,0.84,18.7,2.21
1946-07-01,18.05,0.683333,0.856667,19.8,2.22
1946-08-01,17.7,0.686667,0.873333,20.2,2.23
1946-09-01,15.09,0.69,0.89,20.4,2.23
1946-10-01,14.75,0.696667,0.946667,20.8,2.23
1946-11-01,14.69,0.703333,1.00333,21.3,2.24
1946-12-01,15.13,0.71,1.06,21.5,2.25
1947-01-01,15.21,0.713333,1.13,21.5,2.25
1947-02-01,15.8,0.716667,1.2,21.5,2.27
1947-03-01,15.16,0.72,1.27,21.9,2.28
1947-04-01,14.6,0.733333,1.32667,21.9,2.3
1947-05-01,14.34,0.746667,1.38333,21.9,2.31
1947-06-01,14.84,0.76,1.44,22.,2.33
1947-07-01,15.77,0.77,1.47667,22.2,2.34
1947-08-01,15.46,0.78,1.51333,22.5,2.36
1947-09-01,15.06,0.79,1.55,23.,2.38
1947-10-01,15.45,0.806667,1.57,23.,2.39
1947-11-01,15.27,0.823333,1.59,23.1,2.41
1947-12-01,15.03,0.84,1.61,23.4,2.42
1948-01-01,14.83,0.843333,1.64333,23.7,2.44
1948-02-01,14.1,0.846667,1.67667,23.5,2.43
1948-03-01,14.3,0.85,1.71,23.4,2.42
1948-04-01,15.4,0.85,1.76,23.8,2.41
1948-05-01,16.15,0.85,1.81,23.9,2.4
1948-06-01,16.82,0.85,1.86,24.1,2.39
1948-07-01,16.42,0.856667,1.93,24.4,2.38
1948-08-01,15.94,0.863333,2.,24.5,2.36
1948-09-01,15.76,0.87,2.07,24.5,2.35
1948-10-01,16.19,0.89,2.14333,24.4,2.34
1948-11-01,15.29,0.91,2.21667,24.2,2.33
1948-12-01,15.19,0.93,2.29,24.1,2.32
1949-01-01,15.36,0.946667,2.32,24.,2.31
1949-02-01,14.77,0.963333,2.35,23.8,2.31
1949-03-01,14.91,0.98,2.38,23.8,2.31
1949-04-01,14.89,0.993333,2.38667,23.9,2.31
1949-05-01,14.78,1.00667,2.39333,23.8,2.31
1949-06-01,13.97,1.02,2.4,23.9,2.31
1949-07-01,14.76,1.02667,2.39667,23.7,2.31
1949-08-01,15.29,1.03333,2.39333,23.8,2.32
1949-09-01,15.49,1.04,2.39,23.9,2.32
1949-10-01,15.89,1.07333,2.36667,23.7,2.32
1949-11-01,16.11,1.10667,2.34333,23.8,2.32
1949-12-01,16.54,1.14,2.32,23.6,2.32
1950-01-01,16.88,1.15,2.33667,23.5,2.32
1950-02-01,17.21,1.16,2.35333,23.5,2.34
1950-03-01,17.35,1.17,2.37,23.6,2.36
1950-04-01,17.84,1.18,2.42667,23.6,2.38
1950-05-01,18.44,1.19,2.48333,23.7,2.4
1950-06-01,18.74,1.2,2.54,23.8,2.42
1950-07-01,17.38,1.24333,2.6,24.1,2.44
1950-08-01,18.43,1.28667,2.66,24.3,2.47
1950-09-01,19.08,1.33,2.72,24.4,2.49
1950-10-01,19.87,1.37667,2.76,24.6,2.51
1950-11-01,19.83,1.42333,2.8,24.7,2.53
1950-12-01,19.75,1.47,2.84,25.,2.55
1951-01-01,21.21,1.48667,2.83667,25.4,2.57
1951-02-01,22.,1.50333,2.83333,25.7,2.58
1951-03-01,21.63,1.52,2.83,25.8,2.59
1951-04-01,21.92,1.53333,2.79333,25.8,2.6
1951-05-01,21.93,1.54667,2.75667,25.9,2.61
1951-06-01,21.55,1.56,2.72,25.9,2.62
1951-07-01,21.93,1.54667,2.65,25.9,2.62
1951-08-01,22.89,1.53333,2.58,25.9,2.63
1951-09-01,23.48,1.52,2.51,26.1,2.64
1951-10-01,23.36,1.48333,2.48667,26.2,2.65
1951-11-01,22.71,1.44667,2.46333,26.4,2.66
1951-12-01,23.41,1.41,2.44,26.5,2.67
1952-01-01,24.19,1.41333,2.42667,26.5,2.68
1952-02-01,23.75,1.41667,2.41333,26.3,2.69
1952-03-01,23.81,1.42,2.4,26.3,2.71
1952-04-01,23.74,1.43,2.38,26.4,2.72
1952-05-01,23.73,1.44,2.36,26.4,2.73
1952-06-01,24.38,1.45,2.34,26.5,2.74
1952-07-01,25.08,1.45,2.34667,26.7,2.75
1952-08-01,25.18,1.45,2.35333,26.7,2.77
1952-09-01,24.78,1.45,2.36,26.7,2.78
1952-10-01,24.26,1.43667,2.37333,26.7,2.79
1952-11-01,25.03,1.42333,2.38667,26.7,2.81
1952-12-01,26.04,1.41,2.4,26.7,2.82
1953-01-01,26.18,1.41,2.41,26.6,2.83
1953-02-01,25.86,1.41,2.42,26.5,2.8
1953-03-01,25.99,1.41,2.43,26.6,2.77
1953-04-01,24.71,1.41333,2.45667,26.6,2.83
1953-05-01,24.84,1.41667,2.48333,26.7,3.05
1953-06-01,23.95,1.42,2.51,26.8,3.11
1953-07-01,24.29,1.42,2.52333,26.8,2.93
1953-08-01,24.39,1.42,2.53667,26.9,2.95
1953-09-01,23.27,1.42,2.55,26.9,2.87
1953-10-01,23.97,1.43,2.53667,27.,2.66
1953-11-01,24.5,1.44,2.52333,26.9,2.68
1953-12-01,24.83,1.45,2.51,26.9,2.59
1954-01-01,25.46,1.45667,2.52333,26.9,2.48
1954-02-01,26.02,1.46333,2.53667,26.9,2.47
1954-03-01,26.57,1.47,2.55,26.9,2.37
1954-04-01,27.63,1.46333,2.57333,26.8,2.29
1954-05-01,28.73,1.45667,2.59667,26.9,2.37
1954-06-01,28.96,1.45,2.62,26.9,2.38
1954-07-01,30.13,1.45667,2.62333,26.9,2.3
1954-08-01,30.73,1.46333,2.62667,26.9,2.36
1954-09-01,31.45,1.47,2.63,26.8,2.38
1954-10-01,32.18,1.49333,2.67667,26.8,2.43
1954-11-01,33.44,1.51667,2.72333,26.8,2.48
1954-12-01,34.97,1.54,2.77,26.7,2.51
1955-01-01,35.6,1.54667,2.83333,26.7,2.61
1955-02-01,36.79,1.55333,2.89667,26.7,2.65
1955-03-01,36.5,1.56,2.96,26.7,2.68
1955-04-01,37.76,1.56333,3.04667,26.7,2.75
1955-05-01,37.6,1.56667,3.13333,26.7,2.76
1955-06-01,39.78,1.57,3.22,26.7,2.78
1955-07-01,42.69,1.58667,3.29333,26.8,2.9
1955-08-01,42.43,1.60333,3.36667,26.8,2.97
1955-09-01,44.34,1.62,3.44,26.9,2.97
1955-10-01,42.11,1.62667,3.5,26.9,2.88
1955-11-01,44.95,1.63333,3.56,26.9,2.89
1955-12-01,45.37,1.64,3.62,26.8,2.96
1956-01-01,44.15,1.67,3.64333,26.8,2.9
1956-02-01,44.43,1.7,3.66667,26.8,2.84
1956-03-01,47.49,1.73,3.69,26.8,2.96
1956-04-01,48.05,1.75333,3.66,26.9,3.18
1956-05-01,46.54,1.77667,3.63,27.,3.07
1956-06-01,46.27,1.8,3.6,27.2,3.
1956-07-01,48.78,1.81333,3.55333,27.4,3.11
